Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kanton;E;N;Sprache;Validity;Bezirks-nummer;Bezirksname;Einwohner;Einwohnerdichte;Fahrraddiebstahl_pro1000Einwohner
Cinuos-chel;7526;0;S-chanf;3788;GR;10.0222204;46.64366546;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Chapella;7526;1;S-chanf;3788;GR;9.937381584;46.65810996;rm;01.02.2021;1846;Maloja;18162;18.7;0.88
Sils/Segl Maria;7514;0;Sils im Engadin/Segl;3789;GR;9.77970552;46.43537663;multiple;01.07.2008;1846;Maloja;18162;18.7;0.88
Fex;7514;2;Sils im Engadin/Segl;3789;GR;9.789834205;46.3767988;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Sils/Segl Baselgia;7515;0;Sils im Engadin/Segl;3789;GR;9.742069626;46.43660404;multiple;01.07.2008;1846;Maloja;18162;18.7;0.88
Plaun da Lej;7517;0;Sils im Engadin/Segl;3789;GR;9.706041197;46.42793951;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Champfer;7512;0;Silvaplana;3790;GR;9.806793202;46.47768883;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Silvaplana;7513;0;Silvaplana;3790;GR;9.762115266;46.47771288;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Silvaplana-Surlej;7513;2;Silvaplana;3790;GR;9.821636451;46.44402215;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Zuoz;7524;0;Zuoz;3791;GR;9.982437499;46.59029021;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Zuoz;7524;0;Zuoz;3791;GR;9.886658451;46.6116423;rm;01.07.2008;1846;Maloja;18162;18.7;0.88
Avers;7447;0;Bregaglia;3792;GR;9.504365942;46.40152916;de;01.04.2022;1846;Maloja;18162;18.7;0.88
Maloja;7516;0;Bregaglia;3792;GR;9.723659979;46.36853605;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Casaccia;7602;0;Bregaglia;3792;GR;9.649889426;46.39429798;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Vicosoprano;7603;0;Bregaglia;3792;GR;9.648164915;46.34852971;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Borgonovo;7604;0;Bregaglia;3792;GR;9.604576398;46.34710595;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Stampa;7605;0;Bregaglia;3792;GR;9.594415073;46.34201815;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Promontogno;7606;0;Bregaglia;3792;GR;9.560480208;46.33958321;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Bondo;7606;1;Bregaglia;3792;GR;9.581023395;46.3125523;de;01.12.2016;1846;Maloja;18162;18.7;0.88
Castasegna;7608;0;Bregaglia;3792;GR;9.523341995;46.33382255;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Soglio;7610;0;Bregaglia;3792;GR;9.534415589;46.35793986;it;01.07.2008;1846;Maloja;18162;18.7;0.88
Buseno;6542;0;Buseno;3804;GR;9.098360107;46.27383106;it;01.07.2008;1847;Moesa;9230;18.6;X
Grono;6537;0;Castaneda;3805;GR;9.144317336;46.25156897;it;01.07.2008;1847;Moesa;9230;18.6;X
Castaneda;6540;0;Castaneda;3805;GR;9.131608921;46.25628133;it;01.07.2008;1847;Moesa;9230;18.6;X
Sta. Maria in Calanca;6541;0;Castaneda;3805;GR;9.123017819;46.26658009;it;01.07.2008;1847;Moesa;9230;18.6;X
Rossa;6548;0;Rossa;3808;GR;9.131465773;46.40894285;it;01.07.2008;1847;Moesa;9230;18.6;X
Augio;6548;1;Rossa;3808;GR;9.134112476;46.36043379;it;01.07.2008;1847;Moesa;9230;18.6;X
Sta. Domenica;6548;2;Rossa;3808;GR;9.120171858;46.34992113;it;01.08.2018;1847;Moesa;9230;18.6;X
Sta. Maria in Calanca;6541;0;Santa Maria in Calanca;3810;GR;9.143765919;46.27652278;it;01.07.2008;1847;Moesa;9230;18.6;X
Lostallo;6558;0;Lostallo;3821;GR;9.225584022;46.30340099;it;01.07.2008;1847;Moesa;9230;18.6;X
Mesocco;6563;0;Mesocco;3822;GR;9.220948162;46.40077126;it;01.07.2008;1847;Moesa;9230;18.6;X
S. Bernardino;6565;0;Mesocco;3822;GR;9.179759591;46.47088896;it;01.07.2008;1847;Moesa;9230;18.6;X
Soazza;6562;0;Soazza;3823;GR;9.229415859;46.35009846;it;01.07.2008;1847;Moesa;9230;18.6;X
Cama;6557;0;Cama;3831;GR;9.202608915;46.26084532;it;01.07.2008;1847;Moesa;9230;18.6;X
Grono;6537;0;Grono;3832;GR;9.183320322;46.23261312;it;01.07.2008;1847;Moesa;9230;18.6;X
Verdabbio;6538;0;Grono;3832;GR;9.163491235;46.30172406;it;01.07.2008;1847;Moesa;9230;18.6;X
Verdabbio;6538;0;Grono;3832;GR;9.234212036;46.26442259;it;01.07.2008;1847;Moesa;9230;18.6;X
Leggia;6556;0;Grono;3832;GR;9.187789389;46.24981557;it;01.07.2008;1847;Moesa;9230;18.6;X
Cama;6557;0;Grono;3832;GR;9.173842323;46.28611335;it;01.07.2008;1847;Moesa;9230;18.6;X
Roveredo GR;6535;0;Roveredo (GR);3834;GR;9.150693322;46.20131437;it;01.07.2008;1847;Moesa;9230;18.6;X
Laura;6549;0;Roveredo (GR);3834;GR;9.104108588;46.21009535;it;01.07.2008;1847;Moesa;9230;18.6;X
Lumino;6533;0;San Vittore;3835;GR;9.075473238;46.23494917;it;01.07.2008;1847;Moesa;9230;18.6;X
S. Vittore;6534;0;San Vittore;3835;GR;9.088216734;46.24136775;it;01.07.2008;1847;Moesa;9230;18.6;X
S. Vittore;6534;0;San Vittore;3835;GR;9.164916676;46.19040773;it;01.07.2008;1847;Moesa;9230;18.6;X
Arvigo;6543;0;Calanca;3837;GR;9.094276713;46.30099818;it;01.07.2008;1847;Moesa;9230;18.6;X
Braggio;6544;0;Calanca;3837;GR;9.133571921;46.30085801;it;01.07.2008;1847;Moesa;9230;18.6;X
Selma;6545;0;Calanca;3837;GR;9.107047983;46.32157435;it;01.07.2008;1847;Moesa;9230;18.6;X
Cauco;6546;0;Calanca;3837;GR;9.132687895;46.33162166;it;01.07.2008;1847;Moesa;9230;18.6;X
Tschierv;7532;0;Val Muestair;3847;GR;10.29915972;46.64207875;rm;01.07.2008;1843;Engiadina B./Val Muestair;9139;7.6;X
Fuldera;7533;0;Val Muestair;3847;GR;10.34461526;46.60241768;rm;01.07.2008;1843;Engiadina B./Val Muestair;9139;7.6;X
Lue;7534;0;Val Muestair;3847;GR;10.3690335;46.63349595;rm;01.07.2008;1843;Engiadina B./Val Muestair;9139;7.6;X
Valchava;7535;0;Val Muestair;3847;GR;10.3911311;46.59862881;rm;01.07.2008;1843;Engiadina B./Val Muestair;9139;7.6;X
Sta. Maria Val Muestair;7536;0;Val Muestair;3847;GR;10.28762173;46.58819638;rm;01.07.2008;1843;Engiadina B./Val Muestair;9139;7.6;X
Muestair;7537;0;Val Muestair;3847;GR;10.44736598;46.62716483;rm;01.07.2008;1843;Engiadina B./Val Muestair;9139;7.6;X
Davos Dorf;7260;0;Davos;3851;GR;9.878938592;46.7764705;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Wolfgang;7265;0;Davos;3851;GR;9.857226461;46.83689816;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Platz;7270;0;Davos;3851;GR;9.813261505;46.78548427;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Clavadel;7272;0;Davos;3851;GR;9.848480689;46.72154518;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Frauenkirch;7276;0;Davos;3851;GR;9.769319387;46.78031312;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Glaris;7277;0;Davos;3851;GR;9.786511378;46.73270659;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Monstein;7278;0;Davos;3851;GR;9.781445247;46.6988927;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Wiesen;7494;0;Davos;3851;GR;9.718623856;46.71443991;de;01.01.2011;1849;Praettigau / Davos;26554;31.1;1.25
Fideris;7235;0;Fideris;3861;GR;9.736869071;46.88794074;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Furna;7232;0;Furna;3862;GR;9.660426535;46.91153441;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Pragg-Jenaz;7231;0;Jenaz;3863;GR;9.696875298;46.94196346;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Furna;7232;0;Jenaz;3863;GR;9.686551695;46.94510616;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Jenaz;7233;0;Jenaz;3863;GR;9.705437557;46.89804475;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Saas im Praettigau;7247;0;Klosters;3871;GR;9.84617532;46.91603263;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Serneus;7249;0;Klosters;3871;GR;9.835045714;46.88829817;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Klosters;7250;0;Klosters;3871;GR;9.976469276;46.83669327;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Klosters Dorf;7252;0;Klosters;3871;GR;9.932107704;46.89839609;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Davos Wolfgang;7265;0;Klosters;3871;GR;9.874203505;46.85157079;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Conters im Praettigau;7241;0;Conters im Praettigau;3881;GR;9.787323941;46.88458722;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Kueblis;7240;0;Kueblis;3882;GR;9.793060786;46.92456719;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Lunden;7222;0;Luzein;3891;GR;9.735664174;46.95057436;de;01.05.2015;1849;Praettigau / Davos;26554;31.1;1.25
Buchen im Praettigau;7223;0;Luzein;3891;GR;9.724040337;46.93785986;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Putz;7224;0;Luzein;3891;GR;9.742826493;46.92710294;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Stels;7226;0;Luzein;3891;GR;9.74976434;46.96072786;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Kueblis;7240;0;Luzein;3891;GR;9.764169664;46.91362689;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Luzein;7242;0;Luzein;3891;GR;9.762520569;46.9206891;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Pany;7243;0;Luzein;3891;GR;9.770292824;46.94899054;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Gadenstaett;7244;0;Luzein;3891;GR;9.791480123;46.94394114;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Ascharina;7245;0;Luzein;3891;GR;9.820071742;46.94966268;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
St. Antoenien;7246;0;Luzein;3891;GR;9.829527229;46.97796195;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Chur;7000;0;Chur;3901;GR;9.532686475;46.85904371;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Haldenstein;7023;0;Chur;3901;GR;9.498589645;46.87908757;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Maladers;7026;0;Chur;3901;GR;9.569933229;46.8438128;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Malix;7074;0;Chur;3901;GR;9.525427438;46.83440222;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Chur;7000;0;Churwalden;3911;GR;9.547085867;46.83261868;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Passugg;7062;0;Churwalden;3911;GR;9.555987986;46.82126874;de;01.04.2014;1848;Plessur;44532;156.1;8.12
Malix;7074;0;Churwalden;3911;GR;9.51793518;46.81307686;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Churwalden;7075;0;Churwalden;3911;GR;9.530279608;46.77777243;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Parpan;7076;0;Churwalden;3911;GR;9.568847757;46.77950367;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Castiel;7027;0;Arosa;3921;GR;9.61583519;46.8496061;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Lueen;7027;1;Arosa;3921;GR;9.622553257;46.83643418;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Calfreisen;7027;3;Arosa;3921;GR;9.601953814;46.85736379;de;01.07.2008;1848;Plessur;44532;156.1;8.12
St. Peter;7028;0;Arosa;3921;GR;9.655357086;46.84733972;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Pagig;7028;1;Arosa;3921;GR;9.636546569;46.84116549;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Peist;7029;0;Arosa;3921;GR;9.691833935;46.84766348;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Arosa;7050;0;Arosa;3921;GR;9.675299567;46.77168004;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Molinis;7056;0;Arosa;3921;GR;9.646206813;46.81211081;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Langwies;7057;0;Arosa;3921;GR;9.747488753;46.82066001;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Litzirueti;7058;0;Arosa;3921;GR;9.701375521;46.79877479;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Davos Dorf;7260;0;Arosa;3921;GR;9.79984967;46.82917267;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Praden;7063;0;Tschiertschen-Praden;3932;GR;9.584122689;46.82050845;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Tschiertschen;7064;0;Tschiertschen-Praden;3932;GR;9.607059037;46.79410833;de;01.07.2008;1848;Plessur;44532;156.1;8.12
Says;7202;0;Trimmis;3945;GR;9.594245891;46.90549571;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Trimmis;7203;0;Trimmis;3945;GR;9.566868376;46.88989968;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Valzeina;7213;0;Trimmis;3945;GR;9.623897108;46.9028172;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Untervaz;7204;0;Untervaz;3946;GR;9.517710681;46.92136928;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Zizers;7205;0;Zizers;3947;GR;9.560800837;46.9398572;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Landquart;7302;0;Zizers;3947;GR;9.551330303;46.96354299;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Maienfeld;7304;0;Flaesch;3951;GR;9.576470597;47.0417692;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Flaesch;7306;0;Flaesch;3951;GR;9.502514493;47.03963566;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Jenins;7307;0;Jenins;3952;GR;9.565601975;47.00778545;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Landquart;7302;0;Maienfeld;3953;GR;9.5557841;46.96988374;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Maienfeld;7304;0;Maienfeld;3953;GR;9.539843776;47.01919327;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Malans GR;7208;0;Malans;3954;GR;9.58181733;46.98956059;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Untervaz;7204;0;Landquart;3955;GR;9.541186586;46.9481206;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Igis;7206;0;Landquart;3955;GR;9.580395298;46.94535791;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Landquart;7302;0;Landquart;3955;GR;9.574977135;46.96147192;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Mastrils;7303;0;Landquart;3955;GR;9.536535933;46.96016851;de;01.07.2008;1845;Landquart;26354;150.9;1.8
St. Margrethenberg;7313;0;Landquart;3955;GR;9.521958334;46.9603545;de;01.07.2008;1845;Landquart;26354;150.9;1.8
Valzeina;7213;0;Gruesch;3961;GR;9.616063557;46.96762517;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Gruesch;7214;0;Gruesch;3961;GR;9.642972618;46.96035376;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Fanas;7215;0;Gruesch;3961;GR;9.680395147;47.00375949;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Gruesch;7214;0;Schiers;3962;GR;9.663186271;46.97622258;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Schiers;7220;0;Schiers;3962;GR;9.770066824;46.99531996;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Schiers;7220;0;Schiers;3962;GR;9.68444438;46.97069719;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Lunden;7222;0;Schiers;3962;GR;9.712338943;46.95316159;de;01.05.2015;1849;Praettigau / Davos;26554;31.1;1.25
Stels;7226;0;Schiers;3962;GR;9.736084709;46.96898867;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Stels;7226;0;Schiers;3962;GR;9.795785275;47.00902068;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Fajauna;7226;2;Schiers;3962;GR;9.701098524;46.96991959;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Schuders;7228;0;Schiers;3962;GR;9.750497971;47.01229742;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Pusserein;7228;1;Schiers;3962;GR;9.712961596;46.99094374;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Seewis Dorf;7212;0;Seewis im Praettigau;3972;GR;9.633823905;47.01810499;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Seewis-Pardisla;7212;1;Seewis im Praettigau;3972;GR;9.636148483;46.97933919;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Seewis-Schmitten;7212;2;Seewis im Praettigau;3972;GR;9.642002494;46.98136734;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Fanas;7215;0;Seewis im Praettigau;3972;GR;9.656417043;47.01585745;de;01.07.2008;1849;Praettigau / Davos;26554;31.1;1.25
Obersaxen;7134;0;Breil/Brigels;3981;GR;9.032961081;46.74273564;de;01.05.2015;1850;Surselva;21804;15.9;X
Waltensburg/Vuorz;7158;0;Breil/Brigels;3981;GR;9.086757267;46.80094899;multiple;01.07.2008;1850;Surselva;21804;15.9;X
Andiast;7159;0;Breil/Brigels;3981;GR;9.093224701;46.8238204;rm;01.07.2008;1850;Surselva;21804;15.9;X
Tavanasa;7162;0;Breil/Brigels;3981;GR;9.077724117;46.75740293;rm;01.07.2008;1850;Surselva;21804;15.9;X
Danis;7163;0;Breil/Brigels;3981;GR;9.055786726;46.75589177;rm;01.07.2008;1850;Surselva;21804;15.9;X
Dardin;7164;0;Breil/Brigels;3981;GR;9.03694202;46.75794709;rm;01.07.2008;1850;Surselva;21804;15.9;X
Breil/Brigels;7165;0;Breil/Brigels;3981;GR;9.012360442;46.79831834;multiple;01.07.2008;1850;Surselva;21804;15.9;X
Disentis/Muster;7180;0;Disentis/Muster;3982;GR;8.842691439;46.74546243;multiple;01.07.2008;1850;Surselva;21804;15.9;X
Cavardiras;7182;0;Disentis/Muster;3982;GR;8.883356066;46.69987082;rm;01.07.2008;1850;Surselva;21804;15.9;X
Mumpe Medel;7183;0;Disentis/Muster;3982;GR;8.840098634;46.68250033;rm;01.02.2010;1850;Surselva;21804;15.9;X
Segnas;7186;0;Disentis/Muster;3982;GR;8.816443772;46.69422479;rm;01.07.2008;1850;Surselva;21804;15.9;X
Curaglia;7184;0;Medel (Lucmagn);3983;GR;8.878387622;46.66983011;rm;01.07.2008;1850;Surselva;21804;15.9;X
Platta;7185;0;Medel (Lucmagn);3983;GR;8.834351349;46.61098228;rm;01.07.2008;1850;Surselva;21804;15.9;X
Rabius;7172;0;Sumvitg;3985;GR;8.954751824;46.74382103;rm;01.07.2008;1850;Surselva;21804;15.9;X
Surrein;7173;0;Sumvitg;3985;GR;8.961076908;46.67850544;rm;01.07.2008;1850;Surselva;21804;15.9;X
S. Benedetg;7174;0;Sumvitg;3985;GR;8.945860028;46.73746477;rm;01.07.2008;1850;Surselva;21804;15.9;X
Sumvitg;7175;0;Sumvitg;3985;GR;8.916781625;46.76180625;rm;01.07.2008;1850;Surselva;21804;15.9;X
Cumpadials;7176;0;Sumvitg;3985;GR;8.918101669;46.70963115;rm;01.07.2008;1850;Surselva;21804;15.9;X
Disentis/Muster;7180;0;Sumvitg;3985;GR;8.900127232;46.7184915;multiple;01.07.2008;1850;Surselva;21804;15.9;X
Camischolas;7187;0;Tujetsch;3986;GR;8.761072068;46.68111166;rm;01.07.2008;1850;Surselva;21804;15.9;X
Sedrun;7188;0;Tujetsch;3986;GR;8.748316379;46.62216785;rm;01.07.2008;1850;Surselva;21804;15.9;X
Rueras;7189;0;Tujetsch;3986;GR;8.713112201;46.677009;rm;01.07.2008;1850;Surselva;21804;15.9;X
Trun;7166;0;Trun;3987;GR;8.980040435;46.72900948;rm;01.07.2008;1850;Surselva;21804;15.9;X
Zignau;7167;0;Trun;3987;GR;9.008116003;46.73214664;rm;01.07.2008;1850;Surselva;21804;15.9;X
Schlans;7168;0;Trun;3987;GR;9.001812358;46.76642024;rm;01.07.2008;1850;Surselva;21804;15.9;X
Rabius;7172;0;Trun;3987;GR;8.964301117;46.73967521;rm;01.07.2008;1850;Surselva;21804;15.9;X
Obersaxen;7134;0;Obersaxen Mundaun;3988;GR;9.067954676;46.72044027;de;01.05.2015;1850;Surselva;21804;15.9;X
Flond;7137;0;Obersaxen Mundaun;3988;GR;9.159864742;46.76659448;rm;01.07.2008;1850;Surselva;21804;15.9;X
Surcuolm;7138;0;Obersaxen Mundaun;3988;GR;9.152357853;46.7528779;rm;01.07.2008;1850;Surselva;21804;15.9;X
Aarau;5000;0;Aarau;4001;AG;8.048667761;47.38901423;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Aarau;5004;0;Aarau;4001;AG;8.060592031;47.40092104;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Aarau Rohr;5032;0;Aarau;4001;AG;8.080981124;47.40445935;de;01.01.2010;1901;Aarau;83873;802.7;0.5
Biberstein;5023;0;Biberstein;4002;AG;8.08276377;47.41949714;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Buchs AG;5033;0;Buchs (AG);4003;AG;8.075605194;47.39310372;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Asp;5025;0;Densbueren;4004;AG;8.053912333;47.44178895;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Densbueren;5026;0;Densbueren;4004;AG;8.057188223;47.4555026;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Barmelweid;5017;0;Erlinsbach (AG);4005;AG;7.973964851;47.42241489;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Erlinsbach;5018;0;Erlinsbach (AG);4005;AG;8.008905574;47.4125695;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Graenichen;5722;0;Graenichen;4006;AG;8.105662035;47.35430239;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Teufenthal AG;5723;0;Graenichen;4006;AG;8.112410981;47.3353249;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Hirschthal;5042;0;Hirschthal;4007;AG;8.067830652;47.31754098;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Rombach;5022;0;Kuettigen;4008;AG;8.044017004;47.40501533;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Kuettigen;5024;0;Kuettigen;4008;AG;8.046154314;47.42044476;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Muhen;5037;0;Muhen;4009;AG;8.063227441;47.33409624;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Oberentfelden;5036;0;Oberentfelden;4010;AG;8.039591851;47.35410045;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Aarau;5000;0;Suhr;4012;AG;8.060524136;47.38149041;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Suhr;5034;0;Suhr;4012;AG;8.085867802;47.37466378;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Unterentfelden;5035;0;Unterentfelden;4013;AG;8.04119683;47.36861802;de;01.07.2008;1901;Aarau;83873;802.7;0.5
Turgi;5300;0;Baden;4021;AG;8.256221586;47.48998024;de;01.07.2008;1902;Baden;152157;993.9;0.41
Baden;5400;0;Baden;4021;AG;8.292127704;47.46987701;de;01.07.2008;1902;Baden;152157;993.9;0.41
Baden;5404;0;Baden;4021;AG;8.278089554;47.45484761;de;01.07.2008;1902;Baden;152157;993.9;0.41
Daettwil AG;5405;2;Baden;4021;AG;8.292460668;47.45370812;de;01.07.2008;1902;Baden;152157;993.9;0.41
Ruetihof;5406;2;Baden;4021;AG;8.265839394;47.43827838;de;01.07.2008;1902;Baden;152157;993.9;0.41
Bellikon;5454;0;Bellikon;4022;AG;8.348353962;47.39189618;de;01.07.2008;1902;Baden;152157;993.9;0.41
Widen;8967;0;Bellikon;4022;AG;8.355362687;47.37700214;de;01.07.2008;1902;Baden;152157;993.9;0.41
Bergdietikon;8962;0;Bergdietikon;4023;AG;8.379267819;47.38846694;de;01.07.2008;1902;Baden;152157;993.9;0.41
Widen;8967;0;Bergdietikon;4023;AG;8.364637666;47.38475934;de;01.07.2008;1902;Baden;152157;993.9;0.41
Ruetihof;5406;2;Birmenstorf (AG);4024;AG;8.260872449;47.43792602;de;01.07.2008;1902;Baden;152157;993.9;0.41
Birmenstorf AG;5413;0;Birmenstorf (AG);4024;AG;8.266804244;47.45171316;de;01.07.2008;1902;Baden;152157;993.9;0.41
Ennetbaden;5408;0;Ennetbaden;4026;AG;8.327677668;47.47980925;de;01.07.2008;1902;Baden;152157;993.9;0.41
Daettwil AG;5405;2;Fislisbach;4027;AG;8.295483953;47.44544706;de;01.07.2008;1902;Baden;152157;993.9;0.41
Fislisbach;5442;0;Fislisbach;4027;AG;8.290575578;47.43636383;de;01.07.2008;1902;Baden;152157;993.9;0.41
Freienwil;5423;0;Freienwil;4028;AG;8.320521955;47.49839883;de;01.07.2008;1902;Baden;152157;993.9;0.41
Gebenstorf;5412;0;Gebenstorf;4029;AG;8.244022674;47.47996477;de;01.07.2008;1902;Baden;152157;993.9;0.41
Vogelsang AG;5412;1;Gebenstorf;4029;AG;8.240782765;47.49639831;de;01.01.2011;1902;Baden;152157;993.9;0.41
Killwangen;8956;0;Killwangen;4030;AG;8.340881219;47.42748442;de;01.07.2008;1902;Baden;152157;993.9;0.41
Kuenten;5444;0;Kuenten;4031;AG;8.326414073;47.38908549;de;01.07.2008;1902;Baden;152157;993.9;0.41
Maegenwil;5506;0;Maegenwil;4032;AG;8.233507741;47.41377793;de;01.07.2008;1902;Baden;152157;993.9;0.41
Mellingen;5507;0;Mellingen;4033;AG;8.272670637;47.42046036;de;01.07.2008;1902;Baden;152157;993.9;0.41
Neuenhof;5432;0;Neuenhof;4034;AG;8.325297104;47.44462757;de;01.07.2008;1902;Baden;152157;993.9;0.41
Niederrohrdorf;5443;0;Niederrohrdorf;4035;AG;8.301870977;47.4227664;de;01.07.2008;1902;Baden;152157;993.9;0.41
Oberrohrdorf;5452;0;Oberrohrdorf;4037;AG;8.322843879;47.42388066;de;01.07.2008;1902;Baden;152157;993.9;0.41
Nussbaumen AG;5415;0;Obersiggenthal;4038;AG;8.295667836;47.49535986;de;01.07.2008;1902;Baden;152157;993.9;0.41
Hertenstein AG;5415;1;Obersiggenthal;4038;AG;8.317220242;47.48904312;de;01.07.2008;1902;Baden;152157;993.9;0.41
Rieden AG;5415;2;Obersiggenthal;4038;AG;8.303285253;47.48404924;de;01.07.2008;1902;Baden;152157;993.9;0.41
